id,name,style id,abv,ibu
1812,Red,33,4,74
1813,Pretty Girl Pilsner,156,2,31
1814,Wheat,95,12,43
1815,Old Scratch Barleywine 1997,44,8,44
1816,Black Earth Porter,25,1,43
1817,New Peculier,13,3,29
1818,Old Glory American Pale Ale,26,3,61
1819,Stone of Scone Scotch Ale,15,1,28
1820,Sugar River ESB,136,12,4
1821,Crop Circle Wheat,50,6,11
1823,Landmark Light,95,4,91
1824,Het Kapittel Abt,149,5,95
1825,Urbock,90,1,83
1826,East India Pale Ale,31,9,55
1828,Pilsner,95,5,67
1831,Winter Solstice Seasonal Ale 2002,173,5,79
1832,Winter Gale Spiced Ale,99,0,14
1837,Echte Kriek,34,2,5
1838,Golden Lager,95,2,90
1839,Weizen,50,0,82
1840,80 Shilling,94,0,91
1841,Steam Beer,83,1,82
1842,Pirate Pale,26,1,78
1843,Perfect Stout,42,11,26
1844,Bulldog Blonde,65,8,95
1845,Harvest Ale,84,6,92
1846,Bison Brown,38,0,44
1847,Cappa Cappa Crusher,8,12,12
1849,Hop Garden Pale Ale,26,12,40
1850,Golden Blonde,111,7,61
1851,British Nut Brown,38,0,53
1852,Altruistic American Ale,26,4,13
1853,Yorkshire Stout,42,2,12
1854,Blackforest Lager,86,2,86
1855,Octoberfest,84,4,84
1856,Hathor Red Lager,95,1,85
1857,Ghost Pony Helles Lager,154,0,69
1858,Pacific Coast Ale,108,2,33
1859,Norfolk Nog Old Dark Ale,13,10,50
1861,Pilsner,149,5,24
1862,Premium,13,3,53
1864,India Pale Ale,26,9,71
1865,Schwarzbier,86,5,54
1866,Piva Bohemia,156,8,90
1867,South of the Border Light,120,3,43
1868,Munich Helle,139,0,99
1869,Stout,42,8,68
1870,Aussie Lager,95,10,92
1871,Wheat,95,8,66
1872,Brown,38,3,22
1873,New Hops Ale,26,4,53
1874,Oktoberfest,84,12,19
1875,North of the Border Porter,25,2,68
1876,Dunkel Lager,24,4,98
1877,Stout,42,2,36
1878,Dells Chief Amber Ale,33,4,35
1879,Weissbier,50,0,17
1880,Pilsner,95,2,48
1882,Light Ale,40,5,81
1883,Weizen,50,6,71
1884,IPA,31,0,34
1885,Porter,25,9,99
1886,Courthouse Copper,95,2,69
1887,Canadian Light,95,9,77
1888,Munich Helles,52,10,10
1889,Mudcat Stout,42,11,72
1890,Mullin Brown,38,11,75
1891,Hefeweizen,50,9,51
1892,Pale Pale Boss Ale,26,10,71
1893,Bartles and Lager,95,4,15
1894,Oktoberfest,84,3,34
1896,Saison,108,2,69
1897,Royal Challenge Indian Premium Lager,95,10,65
1901,Old Jock Ale,132,2,18
1902,Witte Ezel,44,2,36
1903,Imperial Stout 2002,42,0,70
1904,James Squire India Pale Ale,26,4,46
1905,White,124,4,21
1906,Old Bastard,13,9,29
1907,Capitol ESB,86,12,45
1908,Brown Trout Brown,38,9,38
1909,Honey Wheat,95,0,15
1910,Golden Prairie Blond,37,5,13
1911,Saint Peter Pale Ale,26,2,37
1914,Saison Goux,78,0,94
1915,Stillwater Stout,42,6,69
1916,Big Horn Nut Brown Ale,38,6,48
1917,Eric the Red,33,9,20
1918,Itasca Extra Pale Ale,10,0,27
1919,North Star Premium Lager,95,9,98
1920,Pantown Pale Ale,26,11,46
1921,Quarry Rock Red,33,9,62
1922,Golden Honey Wheat,95,5,53
1923,Duke of Wellington IPA,31,4,12
1924,Broad Ax Stout,42,4,90
1925,Oktoberfest,84,2,76
1926,Pride of Pilsen,24,11,29
1927,Victory Lager,95,6,68
1928,Northern Light,95,5,88
1929,Palace Porter,25,5,87
1930,Star of India India Pale Ale,26,5,96
1931,Gold Crown Lager,133,1,90
1932,Queen Anne Light,112,2,33
1933,Cologne Golden Ale,147,8,24
1934,Weizen Bock,55,8,93
1936,Organic Extra Special Bitter,114,2,59
1938,Jubilate Special Reserve Anniversary Ale,38,4,50
1939,Malheur 10,10,3,83
1940,Gnaw Bone Pale Ale,26,7,4
1941,Witbier,9,8,75
1942,Limburgse Witte,56,8,78
1943,Meridian Street Premium Lager,95,6,72
1944,Fenway American Pale Ale,26,3,98
1945,Trafalgar IPA,31,1,27
1946,Hell for Certain,98,8,85
1947,India Pale Ale,26,9,5
1948,Extra Special Bitter,95,0,77
1949,Bear Ale,62,9,23
1950,Red Rooster Pale Ale,26,7,51
1951,Titan Porter,25,3,72
1952,Woodpecker,59,7,49
1953,Chocolate Stout,42,7,42
1954,Kristall Weiss,50,8,17
1955,Golden Promise Traditional Scottish Ale,84,11,98
1956,Aspen Meadow Black and Tan,95,5,76
1957,Framboise,116,7,4
1958,Old Foghorn 1996,51,9,73
1959,Oudbeitje,70,10,7
1960,English ESB,78,9,73
1963,Grottenbier,118,6,39
1964,Triple,123,11,20
1965,Malheur Brut Reserve,115,11,98
1967,Vanilla Berry Orange,116,10,88
1968,Vanilla,130,10,61
1969,Munich Dunkel,168,9,65
1970,Get Fuggled,162,7,12
1971,Laughing Ass,95,1,50
1972,Prairie Thunder Pale Ale,26,8,11
1973,McBride Porter,25,1,90
1974,Hawk Rye,95,3,76
1975,Celtic Stout,42,5,32
1976,Collapsar Oatmeal Stout,42,7,50
1977,Dark Side Vanilla Porter,53,1,89
1978,Third Stone Brown,38,8,43
1979,Luna Sea Amber,58,10,5
1980,Chaco Canyon Honey Gold,140,4,37
1981,Burning Skye Scottish Ale,144,1,56
1982,Solar Flare Summer Ale,57,6,34
1983,Discombobulator Maibock,90,0,60
1984,Boxcar Brown Ale,38,10,36
1985,Pale Ale,26,4,71
1986,Golden Gate Amber Ale,33,2,4
1987,Sixtus,90,6,64
1988,Griffon Brown Ale,38,0,32
1989,Golden,95,3,97
1990,Canadian Lager Beer,95,6,58
1991,Clawhammer,72,5,66
1992,Canadian Ale,95,0,29
1994,Brown Fox Ale,26,5,33
1995,Helles Hefe Weizen,50,7,93
1996,Stone of Scone Scotch Ale,20,8,3
1998,Oatmeal Stout,42,8,9
1999,Nut Brown Ale,38,4,78
2000,American Pale Ale,26,6,88
2001,Lion Stout,42,4,88
2002,Black Earth Porter,25,1,96
2003,Sprecher Maibock,91,6,6
2004,Bock,90,4,88
2005,Original Pils,2,10,71
2006,Pullman Nut Brown Ale,145,4,45
2007,Panama Limited Red Ale,26,4,79
2008,John Barleycorn Barleywine Style Ale,35,12,2
2009,Steelhead Extra Stout,42,11,77
2011,Butthead Doppelbock,92,10,42
2012,Dry Mead,110,9,1
2013,La Trappe Tripel,61,5,66
2014,Elephant,90,9,20
2015,Double Ale,40,5,40
2016,Big Butt Doppelbock,90,3,44
2017,Jamaica Brand Sunset IPA,31,1,100
2018,Petrus Aged Pale,56,5,60
2019,Jamaica Brand Red Ale,26,9,50
2020,What the Helles Bock,90,3,11
2021,Steelhead Scotch Porter,25,6,33
2022,Titan Porter,25,4,53
2023,Robert Burns Scottish Ale,102,11,39
2024,Scotch Ale,15,9,35
2025,Black Butte Porter,25,10,94
2026,Heritage Scottish Ale,15,8,85
2027,Imperial Stout,42,10,49
2028,Dragonslayer,43,7,30
2029,4 Reverends Imperial Stout,42,3,36
2030,Imperial Stout,42,3,9
2031,Winter Delight,13,6,14
2032,East India IPA,31,0,0
2033,Radgie Gadgie,143,6,22
2034,Racer X,32,8,50
2035,Black Irish Plain Porter,25,7,77
2036,Promethean Porter,25,5,8
2037,Iambic Lambic,70,0,78
2038,Alpenhof Baltic Porter,25,4,42
2040,Nut Brown Ale,38,6,74
2041,Trolleycar Stout,42,1,38
2042,Caber Tossing Scottish Ale,156,8,70
2043,Fox Tail Amber Ale,33,12,61
2044,Winnebago Wheat,50,3,89
2045,Fox Light,95,11,65
2046,Trolleycar Stout,42,5,26
2047,Nut Brown Ale,38,0,91
2048,Caber Tossing Scottish Ale,64,8,69
2049,Fox Tail Amber Ale,33,4,6
2050,Winnebago Wheat,50,4,75
2051,Fox Light,95,11,77
2052,Thomas Sykes Barleywine,9,11,38
2053,Old Knucklehead 1992,61,5,64
2054,Chessie Cherry,116,10,98
2055,Roundhouse Raspberry Wheat Ale,116,3,72
2056,Imperial Eclipse Stout,42,10,91
2057,Kilt Kicker Wee Heavy,15,1,31
2058,El Diablo Tripel,175,1,93
2059,Bavarian Helles,52,9,76
2060,Zephyr Golden Ale,26,1,79
2061,Station Master Wheat Ale,95,12,65
2062,Red,26,11,29
2063,Harry Baals Stout,42,2,40
2064,Old Fort Porter,25,10,74
2065,Big Daddy Brown,38,7,88
2066,Old Woody Pale Ale,26,5,57
2067,Auburn,26,12,23
2068,Lager,95,5,69
2070,Oyster Stout,42,0,51
2071,Belgian Style Wit,174,1,57
2072,Pumpkin Ale,26,2,75
2073,Lighthouse Ale,26,6,70
2074,Nut Brown Ale,38,12,4
2075,Irish Setter Red Ale,33,4,85
2076,Dierdorfer Gold,62,12,13
2077,Winter Ale,33,3,39
2078,Sturgeon Stout,42,3,19
2079,Buzz Beer,26,0,95
2080,Pirates Pilsner,33,2,39
2081,Wheat,95,0,77
2082,Nut Brown,38,2,37
2083,London Porter,25,3,69
2084,Starboard Stout,42,0,65
2085,Arcadia ESB,166,12,9
2086,Anglers Ale,26,3,18
2087,Double Cream Oatmeal Stout,42,9,74
2088,Midnight Stout,42,2,55
2089,Ale,3,12,67
2090,Tornado Ale,26,8,23
2091,Winter Wheat,95,1,54
2092,Sunset Red,33,12,47
2093,Haymarket Ale,26,3,17
2094,Tripel,140,10,1
2095,Apple Ale,116,7,33
2096,Schwarzbier,86,6,65
2097,Stubbins Stout,42,1,95
2098,Depot Pils,95,10,88
2100,Red Lager,95,4,26
2101,Hefeweizen,50,2,0
2102,Wasatch Polygamy Porter,25,7,96
2103,Frostbite,26,12,55
2104,Cooper River Red,33,10,26
2105,Winterfest,38,8,80
2106,Stout,42,2,67
2107,Raspberry Wheat,116,4,97
2108,Market Street Wheat,95,2,28
2109,Low Country Light Lager,95,11,21
2110,Ruby Red Lager,95,11,85
2111,Bombay Pale Ale,26,1,46
2112,East Bay Brown,38,8,16
2113,Scarlet Ale,33,0,75
2114,Ironman Wheat,95,3,47
2115,Blonde,95,0,96
2116,Blonde Light,95,7,69
2117,Premium Verum,30,0,2
2118,47 Bryg,90,5,40
2119,Stout,42,6,65
2120,Fest,84,1,0
2122,Buckeye Brown,38,12,73
2123,Verich Gold,26,0,67
2124,Ale,26,0,43
2125,Befuddelator Doppelbock,90,11,76
2126,Oatmeal Stout,42,2,55
2127,Pale Ale,26,11,20
2128,Amber Lager,95,7,30
2129,Wheat Ale,95,7,58
2130,Riverboat Raspberry flavored Beer,116,11,51
2131,Red Winter Ale,33,6,99
2132,Old Courthouse Stout,42,3,55
2133,Missouri Brown Dark Ale,33,3,100
2134,Red Amber Ale,33,1,6
2135,Trailblazer Blond Ale,9,2,45
2136,Schlafly Pale Ale,26,12,73
2137,Schlafly Altbier,38,12,91
2138,Schlafly ESB,131,0,37
2139,Schlafly Tripel,9,8,2
2140,Schlafly Oatmeal Stout,42,10,46
2141,Schlafly Smoked Porter,95,7,36
2142,Schlafly Winter ESB,147,7,7
2143,Schlafly Pilsner,93,1,74
2144,Schlafly Hefeweizen,95,7,11
2145,Schlafly Wheat Ale,95,6,63
2146,Winter Wheat,99,11,11
2147,Rambling Raspberry Ale,116,11,30
2148,Streamline Oatmeal Stout,42,6,70
2149,Imperial Pale Ale,26,4,15
2150,River City Red Ale,33,3,79
2151,Mile Marker Amber Lager,95,9,22
2152,Lake Shore Light,95,3,46
2154,Snake Pit Porter,25,12,61
2155,Indiana Amber,33,6,58
2156,Stout,42,9,8
2157,Red,33,11,7
2158,Extra Special Bitter,66,5,35
2159,Lawnmower Pale Ale,26,9,82
2160,Wheat Beer,95,1,5
2161,Hazelnut Brown,72,0,57
2163,Rust Belt Porter,25,8,12
2164,60 Shilling Scotch Ale,169,11,14
2165,Blind Tiger Pale Ale,26,11,65
2166,Flat Belly American Wheat,95,6,3
2168,Pale Ale,26,12,71
2169,Pilsner,75,8,66
2170,Traditional Lager,7,8,84
2171,Barrel Select Pils,141,0,34
2172,Raspberry Wheat Ale,116,10,30
2173,INDIAna Pale Ale,26,3,83
2174,Lake Effect Pale Ale,26,4,80
2175,Four Horsemen Ale,33,9,1
2176,Kolsch,123,9,6
2177,Wall Street Wheat Ale,95,9,21
2178,Red Lager,95,12,32
2179,Dark Belgian Wit,162,8,30
2180,Holiday Ale,51,10,9
2181,Raftman,33,4,21
2182,Olde Suffolk,13,6,83
2184,Beekeepers Honey Ale,173,0,43
2185,Christmas Ale,11,10,40
2186,Doppelbock,90,8,22
2187,Cleary Red,78,10,0
2188,Whitetail Ale,68,12,43
2189,Hefeweizen,95,0,58
2190,Lichthouse Lager,95,5,20
2192,Cherry Ice,116,4,48
2193,Oatmeal Stout,42,2,75
2194,Southport Amber,33,3,64
2195,Kenosha Gold,51,6,86
2196,Icemaster,95,2,77
2197,Porter,25,6,61
2198,Imperial Delusion,42,0,73
2199,Five Springs Oatmeal Stout,42,8,85
2201,Wee Heavy,15,3,80
2202,Abana Amber Ale,33,0,59
2203,Wheat Ale,95,4,76
2204,2 Brothers,26,5,74
2205,Dingle Dubbel,7,7,86
2206,American Cream Ale,95,1,66
2207,Black Forest,86,0,22
2208,Dublin Dunkelweizenbock,55,6,21
2209,Fomharfest,84,6,36
2210,Leprechaun Light,84,8,90
2211,Shamrock Stout,42,10,39
2212,Celtic Cream Ale,95,5,52
2213,Pale Ale,26,8,99
2214,Belgian Trippel,133,0,80
2215,Demon Fuel,38,4,19
2216,Christmas Ale,77,11,56
2217,Copper,33,4,13
2218,Honey Blonde Lager,78,4,100
2219,Old Crustacean Barleywine 1993,56,10,10
2220,Bigfoot 1994,61,12,77
2221,Barley Wine 2001,152,1,51
2222,Belzebuth,37,9,59
2223,Cow Palace Scotch Ale 2001,15,2,14
2224,Hog Heaven Barleywine,35,5,79
2225,old gak strong ale,13,10,91
2226,IPA,31,10,19
2227,Ebelweiss,50,0,88
2228,Capital Kloster Weizen,50,5,44
2229,Wheat,95,6,55
2231,Steel Head Stout,42,2,34
2232,Ruby Red Lager,95,4,5
2233,Beau Rivage Bock,95,12,51
2234,Sunset Amber,33,10,71
2235,Biloxi Blonde,163,7,21
2236,Biloxi Light,95,1,7
2237,Immort Ale,12,3,79
2238,Porter,42,7,34
2239,James Squire Porter,25,11,49
2240,Porter,25,8,65
2241,Taddy Porter,25,1,14
2242,Mackeson XXX Stout,20,6,56
2244,Marzenbier,84,9,12
2245,House Ale,15,8,82
2247,Scottish Ale,7,11,33
2248,Kriek,70,4,65
2249,XXX Porter,111,4,100
2250,Maduro,38,11,70
2251,Smooth Oatmeal Stout,42,7,87
2252,Oktoberfest,84,2,79
2253,Hex Nut Brown Ale,38,6,93
2254,Smooth India Pale Ale,26,5,78
2255,American Pale Ale,26,7,3
2256,PMD Mild Ale,10,10,48
2257,Blonde Ale,101,3,72
2258,Art Schmidt Pilsner,113,6,70
2259,Harvest Ale 1998,13,3,91
2260,Harvest Ale 1999,13,7,71
2261,Old Knucklehead 1997,40,5,29
2262,Vrak,167,8,57
2263,Blonde Doppelbock,90,3,88
2264,Coffee Stout,42,11,12
2265,Dunkel Doppel Weizen Bock,55,6,38
2266,Belgian Wheat,168,8,86
2267,American Blonde,1,8,67
2268,Pardon Me Porter,25,8,71
2269,Cortland Wheat,95,6,98
2271,Storm Ale,38,5,47
2272,Autumn Strong Lager,84,3,40
2273,American Wheat,95,11,40
2274,Chinook Amber,33,7,57
2276,Eigenberg Smoked Porter,95,8,13
2277,Guinea Pig Amber Ale,33,7,91
2278,Copper Wheat,26,10,46
2279,Oktoberfest,84,5,30
2281,IPA,31,6,37
2282,Dunkle Weiss,34,4,16
2283,Alt,38,4,73
2284,Harvest Ale 1997,13,2,15
2285,Tannen Bomb,161,9,8
2286,Imperial Stout 2001,42,0,56
2287,5th Anniversary IPA,31,0,29
2288,Old Fort Howard Pale Ale,26,5,78
2289,Old LS Barleywine,122,7,10
2290,Bitter Woman IPA,31,8,44
2291,Old Man Winter Warmer 2001,160,4,75
2292,Sir Duluth Oatmeal Stout,42,1,91
2293,Im Paled Ale,31,5,6
2295,Grail Ale,33,6,38
2296,Beast Bitter,5,12,91
2297,Smoked Porter,95,12,76
2298,India Pale Ale,26,0,22
2299,Iditarod Imperial Stout,42,1,30
2300,IPA,31,7,75
2301,Black Angus Oatmeal Stout,42,11,64
2302,Weizen,50,3,69
2303,English Mild,10,2,25
2304,Belgian Trippel,122,0,28
2305,Maibock,90,5,33
2306,Artist Colony Ale,33,7,62
2307,Berghoff Oktoberfest Beer,84,3,47
2308,Original ESB,159,4,8
2309,Belgian Trippel,165,4,3
2310,ESB,66,9,44
2311,India Pale Ale,31,4,84
2312,Bandit Brown,38,2,48
2313,Schwartzbier,86,4,16
2314,Newmarket Pale Ale,26,1,98
2315,Porter From Hell,25,2,20
2316,Shantytown Doppelbock,92,0,14
2317,Abbot Pennings Grand Cru,134,4,26
2318,Best Bull,135,10,90
2319,All Saints Belgian White Ale,19,8,80
2321,Dam Straight Lager,95,8,74
2322,Weiss,50,4,24
2323,Old Peculier,175,3,95
2324,Alexander,53,4,49
2325,Goudenband 1999,169,5,6
2326,Chapeau Framboise Lambic,70,9,2
2328,Mariage Parfait 1995,70,1,52
2329,Framboise,70,8,51
2332,La Quintine Blonde,100,11,9
2333,Hinterland Mild Cask Ale,10,0,57
2334,Hinterland Weizen Bier,50,9,10
2335,Colonel Kolsch,35,3,83
2337,Conquest Ale,13,9,42
2338,Old Knucklehead 1999,1,12,83
2339,Old Boardhead 1999,136,12,40
2340,Old Man Winter Warmer 2000,67,2,59
2341,Imperial Sasquatch,86,10,40
2342,Detonator Doppelbock,90,11,67
2343,Dark Ruby Ale,82,1,70
2344,Augustijn Ale,111,11,72
2345,Grand Cru of the Emperor,8,1,17
2346,Moinette Blonde,62,1,64
2347,Schwarz Bier,86,6,43
2348,Ziggy Socky Premium Lager Beer,95,5,18
2349,Hercule Stout,42,8,4
2351,Entire Butt English Porter,25,1,86
2352,Triple Karmeliet,61,10,12
2353,Gluhkriek,70,3,17
2354,Elizabethan Ale,125,3,93
2355,Sheaf Stout,42,11,15
2357,Belikin Stout,42,6,25
2358,Traditional,38,12,0
2359,Golden Pheasant,5,7,10
2360,Bottle Rocket IPA,31,1,14
2361,Grumpy Two,42,9,58
2362,Rye Bock,90,5,85
2363,Liberty Pale Ale,26,8,47
2364,How Now,38,5,83
2365,Lager,95,2,15
2366,Trailside Wheat,50,6,82
2367,Scotch Ale,112,10,75
2368,Wicked Ale,38,1,22
2369,Pride of Romsey IPA,31,6,30
2370,Thames Welsh Ale,154,3,58
2371,Beer,95,7,69
2372,Red MacGregor,15,1,79
2373,Duckstein Alt,38,11,100
2374,Christmas Ale,72,1,65
2375,Winterhook Robust Winter Ale 2000,124,12,85
2376,Rugged Trail Ale,38,8,66
2377,Toil and Trubbel Dubbel,10,9,45
2378,Enkel Biter,135,10,32
2380,Blanche de Bruxelles Mannekin Pis,54,12,29
2381,Organic Ur Pils,53,8,84
2382,Eganator Doppelbock,90,1,37
2383,Cow Palace Scotch Ale 2000,15,6,68
2384,Rare Vos,72,11,91
2385,Super Natural IPA,31,8,59
2386,Our Special Ale 1995,81,12,91
2387,Our Special Ale 1994,92,3,93
2388,Samuel Adams Triplebock 1994,173,4,70
2389,Straffe Hendrik Bruin,79,2,46
2390,Iris 1996,70,7,12
2391,XP Pale Ale,26,3,8
2392,Kasteel Bier Brune,69,4,61
2393,Hefeweissbier,50,2,7
2394,Dunkles,163,2,62
2395,Pilsner,98,1,51
2396,Export,66,10,1
2397,Helles,117,2,83
2398,Leicht,147,12,69
2399,Valhalla Ale,95,2,2
2400,Continental Pilsner,25,6,5
2401,Empyrean Oktoberfest,84,3,21
2402,Straffe Hendrik Brugse,18,6,4
2403,Black Bear Ale,38,0,5
2404,Old Elephant Foot IPA,31,6,38
2405,Cherokee Red Ale,33,0,8
2406,Golden Eagle Helles,19,4,26
2407,Big Bark Amber Lager,95,10,2
2408,IPA,31,10,61
2409,Anniversary Ale,26,3,38
2410,Choc American Lager,95,4,75
2411,Double Chocolate Porter,25,10,65
2412,Mueller Doppelbock,90,4,39
2413,Bombardier Brown,38,1,73
2414,High Seas IPA,31,11,6
2415,Deluxe Cream Stout,42,6,68
2416,Point Defiance IPA,31,3,57
2417,Extra Special Bitter,147,8,64
2418,Kalamath Basin IPA,31,7,89
2419,Penitentiary Porter,25,0,20
2420,Russian Imperial Stout,42,7,68
2421,India Pelican Ale,26,9,28
2422,Y2KIPA,31,9,96
2423,Pacific Pale,26,7,30
2425,Fancy Lawnmower Beer,80,3,66
2427,India Pale Ale,26,8,33
2428,Old Redwood Porter,25,11,22
2429,Cloud Nine Witbier,66,5,3
2430,Doppel Bock,90,2,92
2431,Cyclops Barleywine,15,7,51
2432,Heavenly Hefe,50,5,43
2433,Climax California Classic,107,4,88
2434,Ironside Best,117,1,70
2435,Double Chocolate Stout,42,1,1
2436,Black Chip Porter,25,2,52
2437,Hop Daddy IPA,31,11,75
2438,Jackpot Pale,26,6,70
2439,Stuft Pizza Torrey Pines IPA,31,1,52
2440,Hard Woods Pale,26,11,65
2441,Mother of All Beers,88,5,46
2442,Cuvee de Tomme,6,12,80
2443,Gunslinger Imperial Stout,42,3,25
2444,Pale,26,6,12
2445,Hefeweizen,50,8,18
2447,Big Eye IPA,31,10,92
2448,Stout,42,7,45
2449,Colorado Belle Dark,114,6,64
2450,Lincolnshire Mild,10,0,17
2451,Aztec Amaranth Ale,138,8,31
2452,Red Lady Ale,129,9,1
2453,Steam Engine Steam,65,7,37
2454,Pick Axe IPA,31,5,91
2455,Porter,25,12,36
2456,Angry Monk,104,3,14
2457,Red Alert Ale,33,7,50
2458,Steamer,115,4,23
2459,Extra Special Bitter,36,12,12
2460,Powder Keg Raspberry Porter,146,4,26
2461,Where The Helles Albuquerque,164,11,56
2462,Fly Fisher Red,33,8,1
2463,Empire Builder Stout,42,7,4
2464,Uno Mas,95,7,11
2465,Amber Ale,33,6,26
2466,Dead Horse Ale,153,7,54
2467,Chazz Cat Rye,95,8,66
2468,Winter Warlock Oatmeal Stout,42,1,4
2469,Plaza Porter,25,8,82
2470,Whiskey Stout,42,7,65
2471,Blind Side Pale Ale,26,3,97
2472,5280 Roadhouse Ghost Town Brown,38,9,64
2473,Pig Iron Porter,25,7,22
2474,Bad Boy Oktoberfest,84,11,65
2475,Pale Ale,26,5,21
2476,Lucknow India Pale Ale,26,4,3
2477,Double Ice Bock,90,0,89
2478,High Desert Imperial Stout,42,7,93
2479,Oyster Stout,42,10,34
2480,Old 420 Wheat Wine,36,9,81
2481,Thunder Pup Pale,26,3,2
2482,Mesa Cerveza Schnorzenboomer,90,1,18
2483,Wenceslas,25,8,74
2484,Solitaire Stout,42,0,88
2485,Uncle Dunkel,133,0,37
2486,Angel Amber,33,1,97
2487,Platte Valley Pale Ale,26,9,39
2488,Wazee Wheat,95,1,33
2489,Gael Force Scottish Export,125,12,76
2490,Dark Star ESB,22,3,78
2491,Rainbow Trout Stout,42,2,77
2492,Porcupine Porter,25,2,98
2493,Derailer ESB,101,10,29
2494,Daze Scottish Ale,76,9,48
2495,Backpacker IPA,31,5,33
2496,Amber Daze,33,6,43
2497,Heavenly Hefeweizen,50,12,0
2498,El Rey Cerveza,95,10,41
2499,Hoptoberfest,84,1,16
2500,Thoroughbred Red,33,4,59
2501,Alligator Ale,33,2,85
2502,Lightning Bold Gold,95,6,39
2503,Clearwater Light,95,11,79
2504,Barleywine,124,9,94
2505,Yuel Fuel,32,9,32
2506,Stonehenge Stout,42,4,16
2507,Big Ben Brown,38,2,99
2508,Fall Fest,84,11,55
2509,Royal Arms IPA,31,10,24
2510,Tower ESB,45,2,13
2511,Portsmouth Pale,26,1,84
2512,Hefeweizen,50,4,98
2513,Allgood Amber Ale,33,9,72
2514,Cream,95,2,53
2516,Stubborn Mule Barleywine,23,2,38
2517,Extra Stout,42,9,24
2518,Robust Porter,25,1,93
2519,Peckiomen Pils,95,11,33
2520,Hops Explosion IPA,31,4,43
2521,English Pale Ale,80,0,90
2522,Big Bear Stout,42,1,68
2523,Prohibition Porter,25,6,97
2524,Framingham Maibock,90,3,8
2525,Wilmington Roggen Beer,95,7,82
2526,Excalibur Barleywine,117,8,56
2527,Queen of Clubs Schwarzbier,86,10,84
2528,Wilsteraner Altbier,38,0,46
2529,Berghoff Genuine Dark,95,2,0
2530,Gubna Imperial IPA,32,10,62
2531,Dunkel,26,8,56
2532,Altbier,38,5,24
2533,4th Anniversary IPA,31,10,19
2534,Sunday River Alt,38,0,53
2535,Altmans Alt,38,8,31
2536,Black Forest Schwarzbier,86,0,44
2537,Altbier,38,6,74
2538,Old 8444 Alt,38,3,66
2539,Lone Mountain Altbier,38,9,3
2540,Thunderhead Schwarz Bier,86,6,27
2541,Ad Astra Ale,38,2,29
2542,Oktoberfest,84,11,81
2543,Barleywine,111,1,22
2544,Oktoberfest,84,3,80
2545,Mister Hoppy IPA,31,1,85
2546,Hopyard IPA,31,0,57
2547,1634 Urtyp Hell,82,2,14
2548,Gueuze,70,10,91
2549,Brain Damage,13,12,89
2550,Old Nick,112,2,39
2551,Super Natural ESB,30,9,65
2552,Foret Saison,160,6,23
2553,Joseph Spelt Ale,166,9,37
2554,Montagnarde,62,7,24
2555,Blanche des Honnelles,12,12,84
2557,Belgian Burgundy Ale,151,2,88
2558,Samson Crystal Diplomat Dark Beer,16,8,40
2559,1845 Celebration Ale,116,3,65
2560,London Porter,25,3,94
2561,Dark Island,7,0,4
2562,Premium,59,6,6
2563,Brigand,2,7,83
2564,Krakus,170,2,18
2565,Kriek,70,8,89
2566,Small Beer,10,4,60
2567,Clovis,52,7,31
2568,Black Cat,10,10,72
2569,Oats and Barley Stout,42,2,79
2570,Oktoberfest,84,6,4
2571,Irish Red,33,6,12
2572,Old World Oktoberfest,84,3,62
2573,Pale Ale,26,12,3
2574,Amber,33,6,11
2575,Bavarian Weiss Beer,50,7,33
2576,Pils,16,11,46
2577,Honey Lager Light,95,8,83
2578,Celtic Cross Stout,42,11,45
2579,Taverner Nut Brown Ale,38,12,9
2580,Underground IPA,31,3,20
2581,Yodeler Weisse,50,9,18
2582,The Yank Cream Ale,95,0,72
2583,Stronghold Pilsner,154,9,76
2584,Imperial Stout,42,5,79
2585,Eldridge Grade White Knuckle Ale,26,2,20
2586,Jasper Brown Ale,38,2,75
2587,Red Earth Pale Ale,26,11,13
2588,Iron Red Ale,33,4,43
2589,Jasper Lyte,26,10,45
2590,Plank Road Pale Ale,26,10,79
2591,Amber Ale,33,10,42
2592,Canadian Blonde Ale,61,3,9
2593,Stump Sitter Stout,42,2,94
2594,Peninsula Porter,25,12,69
2595,Cleary Red,33,7,43
2596,Wolverine Wheat Beer,50,5,27
2597,Lichthaus Lager,95,0,72
2598,Whitetail Ale,26,11,23
2599,Moylannium Ale,54,11,52
2600,Point Reyes Porter,25,1,26
2602,Albion Amber Ale,38,3,4
2604,Hefe Weiss,95,5,59
2605,Kuronama,25,7,61
2606,Kirkland Ale,26,12,48
2607,Weizen,50,4,32
2608,Hitachino Nest Beer,50,11,7
2610,Catfish Cream Ale,95,9,90
2611,Splitfinger Stout,42,1,91
2612,Noch Einmal Dunkel,22,3,95
2613,Kolsch,40,8,66
2614,Abbaye de Floreffe Double,35,7,10
2615,Redback Original Malt Wheat Beer,166,0,30
2616,Dunkel,163,2,65
2617,Busby Stout,42,9,6
2619,Sweet Betty Classic Blonde Ale,115,0,44
2620,Cream Ale,10,9,86
2621,Highlander Stout,42,12,72
2622,Beer Works Ale Golden,11,10,6
2623,Flying Armadillo Porter,25,7,21
2624,Golden Harvest Weizenbier,50,11,10
2625,Premium Lager,161,11,88
2626,Premium Lager,95,9,23
2627,Regia Extra,95,4,21
