id,name,address,city,state,code,country,phone,website
511,Ettaler Klosterbetriebe Abteilung Brauerei & Destillerie,Kaiser-Ludwig-Platz 1,Ettal,Bayern,,Germany,49-(0)8822-/-74450,
512,F.X. Matt Brewing,811 Edward Street,Utica,New York,13502,United States,1-800-690-3181-x222,http://www.saranac.com
513,Far West Ireland Brewing,,Redmond,Washington,98052,United States,1-425-869-5933,
514,Fauerbach Brewing Company,1714 Camus Lane,Madison,Wisconsin,53705,United States,,http://www.fauerbachbrewery.com/
515,Faultline Brewing #1,1235 Oakmead Parkway,Sunnyvale,California,94086,United States,1-408-736-2739,
516,Faultline Brewing #2,,Walnut Creek,California,94596,United States,1-925-938-2739,
517,Federation Brewery,Lancaster Road,Gateshead,Tyne and Wear,,United Kingdom,44-(0191)-4609023,
518,FeldschlÃƒÂ¶ÃƒÅ¸chen AG,Cunnersdorfer Str. 25,Dresden,Sachsen,1189,Germany,,http://www.feldschloesschen.de
519,Felinfoel Brewery Co Ltd,Farmers Row,Llanelli,Wales,,United Kingdom,44-01554-773357,
520,Fifty Fifty Brewing Co.,11197 Brockway Road,Truckee,California,96161,United States,530.587.BEER,http://www.fiftyfiftybrewing.com/
521,Firehouse Brewery & Restaurant,,Red Oak,Iowa,,United States,,
522,Firehouse Brewing,610 Main Street,Rapid City,South Dakota,57701,United States,1-605-348-1915,
523,Firehouse Grill & Brewery,111 South Murphy Avenue,Sunnyvale,California,94086,United States,1-408-773-9500,
524,Firestone Walker Brewing Company,1400 Ramada Drive,Paso Robles,California,93446,United States,(805) 238-2556,http://www.firestonewalker.com/
525,First Coast Brewing,,Wilmington,North Carolina,,United States,,
526,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,Olympia,Washington,98501,United States,1-360-943-3650,http://www.fishbrewing.com/
527,"Fitger's Brewhouse, Brewery and Grill",600 East Superior Street,Duluth,Minnesota,55804,United States,1-218-726-1392,
528,Fitzpatrick's Brewing,,Iowa City,Iowa,,United States,,
529,Flagstaff Brewing,16 East Route 66,Flagstaff,Arizona,86001,United States,1-520-773-1442,
530,Flat Branch Pub & Brewing,115 S. Fifth St.,Columbia,Missouri,65201,United States,(573) 499-0400,http://www.flatbranch.com
531,Flat Earth Brewing Company,2035 Benson Avenue,St. Paul,Minnesota,55116,United States,,http://flatearthbrewing.com/
532,Flatlander's Restaurant & Brewery,200 Village Green,Lincolnshire,Illinois,60069,United States,1-847-821-1234,
534,Flensburger Brauerei,Munketoft 12,Flensburg,Schleswig-Holstein,24937,Germany,,http://www.flens.co.uk/
535,Florida Beer Company,2500 S. Harbor City Blvd.,Melbourne,Florida,32901,United States,321-728-3412,http://www.floridabeer.com/
536,Flossmoor Station Brewery,1035 Sterling Avenue,Flossmoor,Illinois,60422,United States,1-708-957-2739,
537,Flour City Brewing,,Rochester,New York,,United States,,
538,Flyers Restraunt and Brewery,32295 State Route 20,Oak Harbor,Washington,98277,United States,360.675.5858,http://www.eatatflyers.com/
539,Flying Bison Brewing,491 Ontario Street,Buffalo,New York,14207,United States,1-716-873-1557,http://www.flyingbisonbrewing.com
540,Flying Dog Brewery,2401 Blake St.,Denver,Colorado,80205,United States,303-292-5027,http://www.flyingdogales.com/
541,Flying Fish Brewing Company,1940 Olney Avenue,Cherry Hill,New Jersey,8003,United States,(856) 489-0061,http://www.flyingfish.com/
542,Folx-les-Caves,B-1350 Jauche,Jauche,Brabant Wallon,,Belgium,,
543,Foothills Brewing Company,638 W. 4th Street,Winston-Salem,North Carolina,27101,United States,(336) 777-3348,http://www.foothillsbrewing.com/
544,Fordham Brewing,"95 Cathedral Street, Suite 200",Annapolis,Maryland,21401,United States,1-410-216-9730,http://www.ramsheadtavern.com/
545,Fort Collins Brewery,1900-B East Lincoln Avenue,Fort Collins,Colorado,80524,United States,1-970-472-1499,http://www.fortcollinsbrewery.com
546,Foster's Australia Ltd.,,,,,Australia,,http://www.fostersbeer.com/
547,Fosters Tien Gang,Thnh Pho Ho Ch Minh,Thnh Pho Ho Ch Minh,,,Viet Nam,,
548,Founder's Restaurant & Brewing,,Alexandria,Virginia,,United States,,
549,Founders Brewing,235 Grandville Avenue SW,Grand Rapids,Michigan,49503,United States,1-616-776-1195,http://www.foundersbrewing.com/
550,Founders Hill Brewing,,Downers Grove,Illinois,,United States,,
551,Four Peaks Brewing,1340 East Eighth Street #103,Tempe,Arizona,85281,United States,1-480-303-9967,http://www.fourpeaks.com/
552,Fox River Brewing #1,1501 Arboretum Drive,Oshkosh,Wisconsin,54901,United States,1-920-232-2337,
553,Fratellos Restaurant and Brewery,4301 West Wisconsin,Appleton,Wisconsin,54915,United States,1-920-991-0000,
554,Frederic Robinson Ltd.,Unicorn Brewery,Stockport,Cheshire,,United Kingdom,44-(0161)-480-6571,
555,Frederick Brewing,4607 Wedgewood Boulevard,Frederick,Maryland,20176,United States,1-888-258-7434,
556,Free State Brewing,636 Massachusetts,Lawrence,Kansas,66044,United States,1-785-843-4555,http://freestatebrewing.com/
557,Freeminer Brewery,Whimsey Road,Cinderford,Gloucestershire,,United Kingdom,44-(01594)-827989,
558,Friesisches Brauhaus zu Jever,Elisabethufer 18,Jever,Niedersachsen,,Germany,49-(0)4461-/-13-0,
559,Front Street Brewery,208 East River Drive,Davenport,Iowa,52801,United States,1-563-322-1569,
560,Frontwaters Restaurant and Brewing,,Marblehead,Ohio,,United States,,
561,Frstliche Brauerei Thurn Und Taxis Regensburg,Waffnergasse 6-8,Regensburg,Bayern,,Germany,49-(0)9451-/-412,
562,Full Sail Brewing #1,506 Columbia Street,Hood River,Oregon,97031,United States,1-541-386-2281,
563,"Fuller, Smith & Turner PBC",Chiswick Lane South,London,London,,United Kingdom,44-(0208)-996-2000,http://www.fullers.co.uk/
564,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergische Brauerei,Postplatz 1-4,Donaueschingen,Baden-Wrttemberg,,Germany,49-(0)771-/-86-0,
565,G. Heileman Brewing,,La Crosse,Wisconsin,,United States,,
566,Gaslight Brewery,15 South Orange Avenue,South Orange,New Jersey,7079,United States,1-973-762-7077,
567,Gasthaus & Gosebrauerei Bayerischer Bahnhof,Bayerischer Platz 1,Leipzig,Sachsen,,Germany,49-(0)341-/-1245760,
568,Gasthaus-Brauerei Max & Moritz,Weinbichl 6,Kressbronn am Bodensee,Baden-Wrttemberg,,Germany,49-(0)7543-/-6508,
569,Gasthof-Brauerei zum Frohsinn,Romanshornerstrasse 15,Arbon,,,Switzerland,41-71-474-84-84,
570,Gatz Brauhaus,,Dsseldorf,Nordrhein-Westfalen,,Germany,,
571,George Bateman and Son Ltd.,Mill Lane,Skegness,Lincoln,,United Kingdom,44-(01754)-880317,
572,George Gale & Company,,Portsmouth,Hampshire,,United Kingdom,,
573,Gilde Brauerei,Hildesheimer Strae 132,Hannover,Niedersachsen,,Germany,49-(0)511-/-9808-0,
574,Glacial Lakes Brewing,,New York Mills,Minnesota,,United States,,
575,Glacier Brewhouse,"737 W. 5th Ave., Suite 110",Anchorage,Alaska,99501,United States,(907) 274-2739,http://www.glacierbrewhouse.com/
576,Glen Ellyn Sports Brew,,Glen Ellyn,Illinois,,United States,,
577,Glenwood Canyon Brewing Company,402 Seventh Street,Glenwood Springs,Colorado,81601,United States,1-970-945-1276,
578,Gold Coast Brewery,,Sanctuary Cove,Queensland,,Australia,,
579,Gold Crown Brewing,71 King Street North,Waterloo,Ontario,0,Canada,1-519-886-2071,
580,Golden City Brewery,920 Twelfth Street,Golden,Colorado,80401,United States,1-303-279-8092,
581,Golden Gate Park Brewery,,San Francisco,California,,United States,,
582,Golden Pacific Brewing,,Berkeley,California,,United States,,
583,Golden Prairie Brewing,2536 North Elston Avenue,Chicago,Illinois,60647,United States,1-773-862-0106,
584,Golden Valley Brewery and Pub,980 NE Fourth Street,McMinnville,Oregon,97128,United States,1-503-472-2739,http://www.goldenvalleybrewery.com/
585,Goose Island Beer Company - Clybourn,1800 North Clybourn Avenue,Chicago,Illinois,60614,United States,1-800-466-7363,
586,Goose Island Beer Company - Fulton Street,1800 West Fulton Street,Chicago,Illinois,60612,United States,1-800-466-7363,
587,Gordash Brewing Company,3804 S.W 30th Ave,Fort Lauderdale,Florida,33312,United States,(954) 261-0668,http://holymackerelbeers.com/
588,Gordon Biersch Brewing,357 East Taylor Street,San Jose,California,95112,United States,1-408-278-1008,http://www.gordonbiersch.com/brewery
589,Gore Range Brewery,105 Edwards Village Boulevard,Edwards,Colorado,81632,United States,1-970-926-2739,
590,Gottberg Brew Pub,2804 13th Street,Columbus,Nebraska,68601,United States,1-402-562-6488,
591,Govnor's Public House,220 North Randall Road,Lake In The Hills,Illinois,60156,United States,1-847-658-4700,
592,Grand Lake Brewing,915 Grand Avenue,Grand Lake,Colorado,80447,United States,1-970-627-1711,
593,Grand Teton Brewing #1,1295 North West Street,Wilson,Wyoming,83014,United States,1-307-733-9000,
594,Grand Teton Brewing #2,430 Old Jackson Highway,Victor,Idaho,83455,United States,1-208-787-9000,http://www.grandtetonbrewing.com/
595,Granite City Food & Brewery - Omaha,1001 North 102nd Street,Omaha,Nebraska,68114,United States,1-402-393-5000,
596,Granite City Food & Brewery - Saint Cloud,3945 Second Street South,Saint Cloud,Minnesota,56301,United States,1-320-203-9000,
597,Granville Island Brewing,1125 Richter Street,Kelowna,British Columbia,,Canada,,
598,Granville Island Brewing Company,1441 Cartwright Street,Vancouver,British Columbia,0,Canada,1-604-687-2739,
599,Gray Brewing,2424 West Court Street,Janesville,Wisconsin,53545,United States,1-608-752-3552,
600,Great Basin Brewing Company,846 Victorian Ave,Sparks,Nevada,89431,United States,(775) 355-7711,http://greatbasinbrewingco.com
896,Mussel Inn,Onekaka,Takaka,,,New Zealand,64-(03)-525-9241,
601,Great Bear Brewing,238 North Boundary Street,Wasilla,Alaska,99654,United States,1-907-373-4782,
602,Great Dane Pub and Brewing #1,123 East Doty Street,Madison,Wisconsin,53703,United States,1-608-284-0000,
603,Great Dane Pub and Brewing #2,2980 Cahill Main,Fitchburg,Wisconsin,53711,United States,1-608-442-9000,
604,Great Divide Brewing,2201 Arapahoe Street,Denver,Colorado,80205,United States,1-303-296-9460,http://www.greatdivide.com/
605,Great Lakes Brewing,2516 Market Avenue,Cleveland,Ohio,44113,United States,1-216-771-4404,http://www.greatlakesbrewing.com
606,Great Northern Tavern and Brewery,,Keystone,Colorado,,United States,,
607,Great Waters Brewing Company,426 St.Peter Street,Saint Paul,Minnesota,55102,United States,1-651-224-2739,
608,Green Bay Brewing,313 Dousman Street,Green Bay,Wisconsin,54303,United States,1-888-604-2337,
609,Green Flash Brewing,1430 Vantage Court #104A,Vista,California,92083,United States,1-760-597-9012,http://www.greenflashbrew.com
610,Green Mill Brewing - Saint Paul,57 Hamline Avenue South,Saint Paul,Minnesota,55105,United States,1-651-698-0353,
611,Green Mountain Beverage,153 Pond Lane,Middlebury,Vermont,5753,United States,1-802-873-9045,http://www.gmbeverage.com/
612,Greene King,Westgate Street,Bury St. Edmunds,Suffolk,,United Kingdom,44-(01284)-763222,
613,Greenshields Brewery and Pub,,Raleigh,North Carolina,,United States,,
614,Grizzly Bay Brewing,,Suisun City,California,,United States,,
615,Grizzly Peak Brewing,120 West Washington Street,Ann Arbor,Michigan,48104,United States,1-734-741-7325,
616,Grolsche Bierbrouwerij,Brouwerslaan 1,Enschede,Overijssel,7548 XA,Netherlands,+31-(0)53-4833333,http://www.grolsch.com
617,Grumpy Troll Restaurant and Brewery,105 South Second Street,Mount Horeb,Wisconsin,53572,United States,1-608-437-2739,
618,Grupo Modelo,,Mexico City,,,Mexico,,http://www.gmodelo.com.mx/
619,Gulpener Bierbrouwerij,Rijksweg 16,Gulpen,,0,Netherlands,31-043-4507575,
620,Haarlems Biergenootschap Jopen,R Pereboomweg 13 achter,Haarlem,,,Netherlands,31-23-533-41-14,
621,Hacker-Pschorr Bru,,Mnchen,Bayern,,Germany,,
622,Hair of the Dog Brewing,4509 SE 23rd Avenue,Portland,Oregon,97202,United States,1-503-232-6585,
623,Hale's Ales #3,4301 Leary Way NW,Seattle,Washington,98107,United States,1-206-706-1544,
624,Half Moon Bay Brewing,390 Capistrano Road,Princeton by the Sea,California,94019,United States,1-650-728-2739,
625,Ham's Restaurant and Brewhouse,701 Evans Street,Greenville,North Carolina,27834,United States,1-252-830-2739,
626,Hambleton Ales,Melmerby Green Road,Melmerby,North Yorkshire,,United Kingdom,44-(01765)-640108,
627,Hampshire Brewery,6-8 Romsey Industrial Estate,Romsey,Hampshire,,United Kingdom,44-(01794)-830529,
628,Hannen Brauerei,,Mnchengladbach,Nordrhein-Westfalen,,Germany,,
629,Hansa Bryggeri,Kokstaddalen 3,Bergen,,,Norway,47-55-99-77-00,
630,Hanssens Artisanal,Vroenenbosstraat 15,Dworp,Vlaams Brabant,,Belgium,32-02-/-380-31-33,
631,Hapa*s Brew Haus and Restaurant,,Kihei,Hawaii,,United States,,
632,Harbor City Brewing,535 West Grand Avenue,Port Washington,Wisconsin,53074,United States,1-262-284-3118,
633,Harmon Brewing Company,1938 Pacific Avenue,Tacoma,Washington,98402,United States,1-253-383-2739,http://harmon.harmonbrewingco.com/
634,Harpoon Brewery - Boston,306 Northern Avenue,Boston,Massachusetts,2210,United States,1-888-HARPOON,http://www.harpoonbrewery.com
635,Harpoon Brewery - Windsor,336 Ruth Carney Drive,Windsor,Vermont,5089,United States,1-802-674-5491,http://www.harpoonbrewery.com/
636,Harvest Moon Brewery / Cafe,392 George Street,New Brunswick,New Jersey,8901,United States,1-732-249-6666,
637,Harvey & Son (Lewes),6 Cliffe High Street,Lewes,East Sussex,,United Kingdom,44-(01273)-480209,
638,Harviestoun Brewery,Hillfoots Business Village,Alva,Scotland,,United Kingdom,44-(01259)-769100,
639,Hasserder Brauerei,Auerhahnring 1,Wernigerode,Sachsen-Anhalt,,Germany,49-(0)3943-/-9360,
640,Hausbrauerei Zum Schlssel,Bolkerstrae 41-47,Dsseldorf,Nordrhein-Westfalen,,Germany,49-(0)211-/-8289550,
641,Hawks Brewing,,Roseburg,Oregon,97470,United States,1-541-679-5778,
642,HC Berger Brewing,,Fort Collins,Colorado,,United States,,
643,Heartland Brewery Union Square,,New York,New York,10003,United States,1-212-645-3400,http://www.heartlandbrewery.com/
644,Heavenly Daze Brewery and Grill,,Denver,Colorado,,United States,,
645,Heavyweight Brewing,,Ocean,New Jersey,,United States,,
646,Heineken HungÃƒÂ¡ria,,Sopron,,,Hungary,,http://www.heinekenhungaria.hu/
647,Heineken International,,,,,Netherlands,,http://www.heineken.com/
648,Heineken Ireland,Lady's Well Brewery,Cork,,,Ireland,353-21-450-3371,
649,Heineken Switzerland,Haldenstrasse 69,Winterthur,,,Switzerland,41-052-/-264-41-41,
650,Heller Bru Trum,Dominikanerstrae 6,Bamberg,Bayern,,Germany,49-(0)951-/-56060,
651,Hereford & Hops Restaurant and Brewpub #1,624 Ludington Street,Escanaba,Michigan,49829,United States,1-906-789-1945,
652,Hereford & Hops Steakhouse and Brewpub #3,2201 Sherman Street,Wausau,Wisconsin,54401,United States,1-715-849-3700,
653,Herkimer Pub & Brewery,2922 Lyndale Avenue South,Minneapolis,Minnesota,55408,United States,1-612-821-0101,
654,Hida Takayama Brewing Agricultural Company,999 Matsumoto-cho,Takayama,Chubu,,Japan,81-0577-35-0365,
655,High Desert Brewing Co.,1201 W. Hadley Ave.,Las Cruces,New Mexico,88005,United States,(575) 525-6752,http://www.highdesertbrewingco.com/
656,High Falls Brewing,445 St.Paul Street,Rochester,New York,14605,United States,1-585-263-9446,
657,High Point Wheat Beer Company,22 Park Place,Butler,New Jersey,7405,United States,(973) 838-7400,http://www.ramsteinbeer.com/
658,Highland Brewing Company,12 Old Charlotte Highway,Asheville,North Carolina,28803,United States,(828) 299-7223,http://www.highlandbrewing.com/
659,Hirschbru Privatbrauerei Hss,Grntenstrae 7,Sonthofen,Bayern,,Germany,49-(0)8321-/-6633-0,
660,Hite Brewery,,Seoul,,,"Korea, Republic of",,
661,Hochstiftliches Brauhaus in Bayern,Brckenauer Strae 6,Motten,Bayern,,Germany,49-(0)9748-/-71-0,
662,Hoepfner Privatbrauerei,Haid-und-Neu-Strae 18,Karlsruhe,Baden-Wrttemberg,,Germany,49-(0)721-/-6183-0,
663,Hofbru Kaltenhausen Salzachtal,Salzachtal Bundesstrae Nord 37,Hallein,,,Austria,43-0-62-45/795-0,
664,Hofbruhaus Traunstein,Hofgasse 6-11,Traunstein,Bayern,,Germany,49-(0)861-/-98866-0,
665,Hoffbrau Steaks Brewery #1,,Addison,Texas,,United States,,
666,Hoffbrau Steaks Brewery #2,,Dallas,Texas,,United States,,
667,Hofmark Brauerei,Hofmarkstrae 15,Cham,Bayern,,Germany,49-(0)9971-/-3301,
668,Holsten-Brauerei,Holstenstrae 224,Hamburg,Hamburg,,Germany,49-(0)40-/-381010,
669,Hook & Ladder Brewing Company,8113 Fenton St.,Silver Spring,Maryland,20910,United States,301.565.4522,http://www.hookandladderbeer.com
670,Hook Norton Brewery,Brewery Lane,Hook Norton,Oxford,,United Kingdom,44-(01608)-730384,
671,Hop Back Brewery,Unit 21-24 Batten Road Industrial Estate,Salisbury,Wiltshire,,United Kingdom,44-(01725)-510986,
672,Hoppers Seafood & Grill,890 East Fort Union Boulevard,Midvale,Utah,84047,United States,1-801-566-0424,
673,Hoppin Frog Brewery,1680-F East Waterloo Rd.,Akron,Ohio,44306,United States,(330) 352-4578,http://www.hoppinfrog.com/
674,Hoppy Brewing Company,6300 Folsom Boulevard,Sacramento,California,95819,United States,1-916-451-4677,http://www.hoppy.com
675,Hops Grillhouse & Brewery - Cherry Creek,149 Steele Street,Denver,Colorado,80206,United States,1-303-377-0909,
676,Hops Haven Brew Haus,1327 North 14th Street,Sheboygan,Wisconsin,53081,United States,1-920-457-4677,
677,HopTown Brewing,3015-D Hopyard Road,Pleasanton,California,94588,United States,1-925-426-1450,
678,Hopworks Urban Brewery,2944 SE Powell Blvd,Portland,Oregon,97202,United States,(503) 201-8957,http://hopworksbeer.com/
679,Hornsby's Pubdrafts Ltd.,600 Yosemite Boulevard,Modesto,California,,United States,,
680,HP Bulmer,The Cider Mills,Hereford,Hereford and Worcester,,United Kingdom,44-01432-352000,
681,Htt-Brauerei Bettenhuser,Knallhtte,Baunatal,Hessen,,Germany,49-(0)561-/-492076,
682,Hubcap Brewery and Kitchen,,Vail,Colorado,,United States,,
683,Hudepohl-Schoenling Brewing,"10921 Reed Hartman Highway, Suite 329",Cincinnati,Ohio,45242,United States,1-513-984-6910,
684,Hue Brewery,Hue,Hue,,,Viet Nam,,
1419,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,Niigata-ken Nishikanbara-gun,,, 953-0076,Japan,+81 0256-72-0640,http://www.echigo-beer.jp/
686,Humboldt Brewing,856 10th Street,Arcata,California,95521,United States,1-707-826-2739,http://www.humboldtbrews.com/
687,ICOBES b.v.b.a.,Durmakker 23,Evergem,Oost-Vlaanderen,,Belgium,32-(0)9-/-253-61-82,
688,Idaho Brewing,,Idaho Falls,Idaho,,United States,,
689,Illinois Brewing,102 North Center Street #111,Bloomington,Illinois,61701,United States,1-309-829-2805,
690,InBev,Brouwerijplein 1,Leuven,,3000,Belgium,,http://www.inbev.com
691,Independence Brew Pub,1150 Filbert Street,Philadelphia,Pennsylvania,19107,United States,1-215-922-4292,http://www.independencebrewpub.com/
692,Independence Brewing Co,3913 Todd Lane #607,Austin,Texas,78744,United States,,http://www.independencebrewing.com/
693,Indian Wells Brewing,2565 North Highway 14,Inyokern,California,93527,United States,1-760-377-5989,
694,Industrias La Constancia ILC,Avenida Independencia No.526,San Salvador,,,El Salvador,503-231-5444,
695,Industrija Piva I Sokova Trebjesa,Njegoseva 18,Nikic,,,Serbia and Montenegro,381-83-242-433,
696,Inveralmond Brewery,Inveralmond Way,Perth,Scotland,,United Kingdom,44-(01738)-449448,
697,Irish Brewing Company,Newbridge Industrial Estate,Newbridge,,,Ireland,,
698,Iron City Brewing Co.,3340 Liberty Ave.,Pittsburgh,Pennsylvania,15201,United States,412-682-7400,http://www.ironcitybrewingcompany.com/Default.aspx
699,Iron Hill Brewery - Newark,147 East Main Street,Newark,Delaware,19711,United States,1-302-266-9000,
700,Iron Hill Brewery - Wilmingon,620 South Madison Street,Wilmington,Delaware,19805,United States,1-302-658-8200,http://www.ironhillbrewery.com/
701,Iron Springs Pub & Brewery,765 Center Boulevard,Fairfax,California,94930,United States,1-415-485-1005,
702,Island Brewing Company,5049 Sixth Street,Carpinteria,California,93013,United States,1-805-745-8272,
703,Isle of Skye Brewing Company,The Pier,Isle of Skye,Scotland,,United Kingdom,44-(01470)-542477,
704,Issaquah Brewhouse,35-C West Sunset Way,Issaquah,Washington,98027,United States,1-425-557-1911,
705,Ithaca Beer Company,600 Elmira Road,Ithaca,New York,14850,United States,1-607-273-0766,
706,Jack Russell Brewing,2380 Larsen Drive,Camino,California,95709,United States,1-877-457-2725,
707,Jack's Brewing,39176 Argonaut Way,Fremont,California,94538,United States,1-510-796-2036,
708,Jacob Leinenkugel Brewing Company,1 Jefferson Avenue,Chippewa Falls,Wisconsin,54729,United States,1-715-723-5557,http://www.leinie.com/welcome.html
709,Jaipur Restaurant and Brewpub,10922 Elm Street,Omaha,Nebraska,68144,United States,1-402-392-7331,
710,James Page Brewing,1500 Jackson Street,Minneapolis,Minnesota,55413,United States,1-612-789-0400,
711,Jarre Creek Ranch Brewing,,Castle Rock,Colorado,,United States,,
712,Jasper Ridge Brewery,1075 Country Lane,Ishpeming,Michigan,49849,United States,1-906-485-6017,
713,Jennings Brewery,Castle Brewery,Cockermouth,Cumbria,CA13 9NE,United Kingdom,0845 1297185,http://www.jenningsbrewery.co.uk/
714,Jever Brewery,,"Jever, Germany",,,Germany,,http://www.jever.de/
715,Jinro Coors Brewing,"Cheongwon Factory: 52, Joongsam-Ri, Hyundo-Myun",Seoul,,,"Korea, Republic of",82-(0)431-279-4702,
716,JJ Bitting Brewing,33 Main Street,Woodbridge,New Jersey,7095,United States,1-732-634-2929,
717,Jobber's Canyon Restaurant & Brewery,,Omaha,Nebraska,,United States,,
718,JoBoy's Brew Pub,87 Doe Run Rd,Manheim,Pennsylvania,17545,United States,,http://www.joboysbrewpub.com/
719,John Harvard's Brew House - Framingham,1 Worcester Road,Framingham,Massachusetts,1701,United States,1-508-875-2337,
720,John Harvard's Brew House - Harvard Square,33 Dunster Street,Cambridge,Massachusetts,2138,United States,1-617-868-3585,
721,John Harvard's Brewhouse - Wilmington,,Wilmington,Delaware,,United States,,
722,John Martin sa,rue du cerf,Genval,,1332,Belgium,,http://www.anthonymartin.be/
723,Jolly Pumpkin Artisan Ales,3115 Broad Street,Dexter,Michigan,48130,United States,1-734-426-4962,http://www.jollypumpkin.com
724,Joshua Huddy's Brew Pub and Grill,,Toms River,New Jersey,8753,United States,1-732-240-3640,
725,JT Whitney's Brewpub and Eatery,674 South Whitney Way,Madison,Wisconsin,53711,United States,1-608-274-1776,
726,Jurupa Valley Brewing,,Riverside,California,,United States,,
727,JW Lees and Co (Brewers) Ltd.,Middleton Junction,Manchester,Manchester,,United Kingdom,44-(0161)-6432487,
728,Kaiser-Bru,Oberer Markt 1,Neuhaus,Bayern,,Germany,49-(0)9156-/-88-0,
729,Kaiserdom Privatbrauerei Bamberg,Breitckerstrae 9,Bamberg,Bayern,,Germany,49-(0)951-/-60450,
730,Kalamazoo Brewing,355 East Kalamazoo Avenue,Kalamazoo,Michigan,49007,United States,1-269-382-2338,
731,Karl Strauss Brewery Gardens - Sorrento Mesa,9675 Scranton Road,San Diego,California,92121,United States,1-858-587-2739,
732,Karlovacka Pivovara,Dubovac 22,Karlovac,,0,Croatia,385-47-451-300,
733,Keesmann Bru,Wunderburg 5,Bamberg,Bayern,,Germany,49-(0)951-/-26646,
734,Keg Microbrewery & Restaurant,,Stevens Point,Wisconsin,,United States,,
735,Keihan Uji Kotsu,,Uji,Kinki,,Japan,81-0774-22-2359,
736,Kelmer's Brewhouse,,Santa Rosa,California,,United States,,
737,Kentucky Hemp Beer Company,,Lexington,Kentucky,,United States,,
738,Kenya Breweries,PO Box 30161,Nairobi,,,Kenya,254-864000,
739,Kessler Brewing,,Helena,Montana,,United States,,
740,King and Barnes,,Horsham,West Sussex,,United Kingdom,,
741,"Kirin Brewery Company, Ltd",,,,,Japan,,http://www.kirin.com/
742,Kiuchi Shuzou Goushi Kaisya,"1257, Kounsosu",Ibaraki,Kanto,,Japan,81-029-298-0105,
743,Kleinbrouwerij de Glazen Toren,Glazentorenweg 11,Erpe-Mere,Oost-Vlaanderen,,Belgium,32-(0)53-83-68-17,
744,Klosterbrauerei Neuzelle,Brauhausplatz 1,Neuzelle,Brandenburg,,Germany,49-(0)33652-/-810-0,
745,Klosterbrauerei Weltenburg,Heitzerstrae 2,Regensburg,Bayern,,Germany,49-(0)941-/-2001-0,http://www.weltenburger.de/
746,Klosterbru Bamberg,Obere Mhlbrcke 1-3,Bamberg,Bayern,,Germany,49-(0)951-/-57722,
747,Knig Brauerei,Friedrich-Ebert-Strae 255-263,Duisburg,Nordrhein-Westfalen,,Germany,49-(0)203-/-455-0,
748,Knig Ludwig Schlobrauerei Kaltenberg,Augsburgerstrae 41,Frstenfeldbruck,Bayern,,Germany,49-(0)8141-/-2430,
749,Knigsbacher Brauerei,An der Knigsbach 8,Koblenz,Rheinland-Pfalz,,Germany,49-(0)261-/-1397-0,
750,Knigsegger WalderBru,Hauptstrae 6,Knigseggwald,Baden-Wrttemberg,,Germany,49-(0)7587-/-9504-0,
751,Kona Brewing,75-5629 Kuakini Highway,Kailua-Kona,Hawaii,96740,United States,1-808-334-1133,http://www.konabrewingco.com
752,KÃƒÂ¶stritzer Schwarzbierbrauerei,Heinrich-Schtz-Strae 16,Bad KÃƒÂ¶stritz,ThÃƒÂ¼ringen,,Germany,49-(0)36605-/-83-0,
753,KrÃƒÂ¡lovskÃƒÂ½ pivovar KruÃ…Â¡ovice,270 53,KruÃ…Â¡ovice,,,Czech Republic,313 569 229,http://www.krusovice.cz/
754,Krogh's Restaurant and Brewpub,23 White Deer Plaza,Sparta,New Jersey,7871,United States,1-973-729-8428,
755,Kross Brewing,,Morrisville,Vermont,,United States,,
756,Kuhnhenn Brewing,5919 Chicago Road,Warren,Michigan,48092,United States,1-586-979-8361,http://www.kbrewery.com/
757,Kulmbacher Brauerei AG,Lichtenfelser Strae 9,Kulmbach,Bayern,,Germany,49-(0)9221-/-705-0,
758,Kulmbacher Mnchshof Bru,,Kulmbach,Bayern,,Germany,,
759,La Jolla Brew House,7536 Fay Avenue,La Jolla,California,92037,United States,1-858-456-6279,
760,La Jolla Brewing,,La Jolla,California,,United States,,
761,Labatt / Keith's Brewery / Oland Breweries,3055 Agricola Street,Halifax,Nova Scotia,0,Canada,1-902-453-1867,
762,Labatt Ontario Breweries,150 Simcoe Street,London,Ontario,0,Canada,1-519-663-5050,
763,LaConner Brewing,117 South First Street,LaConner,Washington,98257,United States,1-360-466-1415,http://www.insidelaconner.com/
764,Lafayette Brewing,622 Main Street,Lafayette,Indiana,47901,United States,1-765-742-2591,
765,Lagunitas Brewing Company,1280 North McDowell Boulevard,Petaluma,California,94954,United States,1-707-769-4495,http://www.lagunitas.com/
766,Lake Louie Brewing,7556 Pine Road,Arena,Wisconsin,53503,United States,1-608-753-2675,
767,Lake Placid Pub & Brewery,813 Mirror Lake Drive,Lake Placid,New York,12946,United States,518-523-3813,http://www.ubuale.com/
768,Lake Superior Brewing,2711 West Superior Street,Duluth,Minnesota,55806,United States,1-218-723-4000,
769,Lakefront Brewery,1872 North Commerce Street,Milwaukee,Wisconsin,53212,United States,1-414-372-8800,http://www.lakefrontbrewery.com/index.html
